Station ID,Group,Sample Date (mm/dd/yyyy),Sample Depth (cm),Wet Soil pH (pH units),Dry Soil pH (pH units),Soil Specific Conductance (uS/cm),Soil Salinity (ppt),Soil Moisture Content (%),Bulk Density (g/cm3),Organic Matter (%),Wet Volume (cm3),Dry Volume (cm3),Biomass Target Flora Species,Belowground Live Biomass (g/m2),Belowground Dead Biomass (g/m2),Organic Density (g/cm3),Total Carbon (g/kg),Carbon Density (mg/cm3),Total Nitrogen (g/kg),Total Phosphorus (mg/kg),Sand (%),Silt (%),Clay (%),Particle Size Mean (phi),Particle Size Median (phi),Particle Size Standard Deviation (phi),Radiometric Dating Method and Units,Isotope Concentration,Organization,Personnel,Comments,Latitude,Longitude
CRMS0642-S04,,3/15/2018,20 to 24,,,,,77.32,0.19,31.87,324.29,109.16,,,,0.0606,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86782597,-93.47938505
CRMS0642-S05,,3/15/2018,0 to 4,,,,,82.8,0.18,28.31,324.29,42.17,,,,0.051,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86779919,-93.47930209
CRMS0642-S05,,3/15/2018,4 to 8,,,,,80.38,0.18,31.1,324.29,80.59,,,,0.056,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86779919,-93.47930209
CRMS0642-S05,,3/15/2018,8 to 12,,,,,80.36,0.21,32.91,324.29,42.58,,,,0.0691,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86779919,-93.47930209
CRMS0642-S05,,3/15/2018,12 to 16,,,,,77.43,0.26,21.9,324.29,37.52,,,,0.0569,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86779919,-93.47930209
CRMS0642-S05,,3/15/2018,16 to 20,,,,,70.86,0.29,25.29,324.29,98.34,,,,0.0733,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86779919,-93.47930209
CRMS0642-S05,,3/15/2018,20 to 24,,,,,63.5,0.37,20.11,324.29,113.23,,,,0.0744,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh. Soil is highly organic resulting in greater than 10 % compaction. ,29.86779919,-93.47930209
CRMS0642-S06,,3/15/2018,0 to 4,,,,,79.9,0.2,31.98,324.29,64.28,,,,0.064,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh.,29.86790835,-93.47906446
CRMS0642-S06,,3/15/2018,4 to 8,,,,,77.29,0.22,25.09,324.29,84.08,,,,0.0552,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh.,29.86790835,-93.47906446
CRMS0642-S06,,3/15/2018,8 to 12,,,,,77.17,0.26,22.45,324.29,36.36,,,,0.0584,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh.,29.86790835,-93.47906446
CRMS0642-S06,,3/15/2018,12 to 16,,,,,75.49,0.3,31.74,324.29,21.27,,,,0.0952,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh.,29.86790835,-93.47906446
CRMS0642-S06,,3/15/2018,16 to 20,,,,,71.36,0.31,22.47,324.29,75.65,,,,0.0697,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh.,29.86790835,-93.47906446
CRMS0642-S06,,3/15/2018,20 to 24,,,,,63.76,0.42,22.38,324.29,82.48,,,,0.094,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard; N. Bell,Typha latifolia is dominant species. 0.5 cm of water on marsh.,29.86790835,-93.47906446
CRMS0644-BBG01,,8/10/2020,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,109.55,1131.21,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82990182,-93.29159952
CRMS0644-BBG01,,8/10/2020,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,54.78,764.33,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82990182,-93.29159952
CRMS0644-BBG01,,8/10/2020,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,122.29,672.61,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82990182,-93.29159952
CRMS0644-BBG02,,8/10/2020,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,20.38,922.29,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82991087,-93.2915892
CRMS0644-BBG02,,8/10/2020,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,21.66,1122.29,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82991087,-93.2915892
CRMS0644-BBG02,,8/10/2020,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,6.37,658.6,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82991087,-93.2915892
CRMS0644-BBG03,,8/10/2020,0 to 8,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,138.85,746.5,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82991992,-93.29157887
CRMS0644-BBG03,,8/10/2020,8 to 16,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,30.57,798.73,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82991992,-93.29157887
CRMS0644-BBG03,,8/10/2020,16 to 24,,,,,,,,,,Spartina alterniflora Loisel.; Spartina patens (Aiton) Muhl.,82.8,591.08,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),T. Lewis,,29.82991992,-93.29157887
CRMS0644-S01,,4/29/2008,0 to 4,7.32,6.08,10080,5.7,62.67,0.39,15.12,324.29,99.6,,,,0.059,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83178483,-93.29303341
CRMS0644-S01,,4/29/2008,4 to 8,6.88,5.57,12720,7.9,86.66,0.12,45.75,324.29,40.87,,,,0.0549,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83178483,-93.29303341
CRMS0644-S01,,4/29/2008,8 to 12,7,5.59,12170,7,88.31,0.1,44.57,324.29,76.37,,,,0.0446,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83178483,-93.29303341
CRMS0644-S01,,4/29/2008,12 to 16,7.01,5.9,11780,6.7,83.61,0.13,46.28,324.29,61.83,,,,0.0602,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83178483,-93.29303341
CRMS0644-S01,,4/29/2008,16 to 20,7.32,5.87,9320,5.2,79.2,0.19,27.97,324.29,72.67,,,,0.0531,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83178483,-93.29303341
CRMS0644-S01,,4/29/2008,20 to 24,7.01,5.75,9430,5.3,82.43,0.17,29.99,324.29,72.58,,,,0.051,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83178483,-93.29303341
CRMS0644-S02,,4/29/2008,0 to 4,6.37,5.48,10595,6.05,74.96,0.26,20.24,324.29,62.63,,,,0.0526,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83174871,-93.29304365
CRMS0644-S02,,4/29/2008,4 to 8,6.57,5.73,10690,6.2,79.4,0.21,54.78,324.29,92.82,,,,0.115,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83174871,-93.29304365
CRMS0644-S02,,4/29/2008,8 to 12,6.71,5.52,10210,5.7,88.17,0.1,39.79,324.29,67.41,,,,0.0398,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83174871,-93.29304365
CRMS0644-S02,,4/29/2008,12 to 16,6.7,5.69,11780,6.7,88.62,0.11,55.06,324.29,72.29,,,,0.0606,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83174871,-93.29304365
CRMS0644-S02,,4/29/2008,16 to 20,6.86,6,9590,5.4,86.75,0.12,39.51,324.29,65.19,,,,0.0474,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83174871,-93.29304365
CRMS0644-S02,,4/29/2008,20 to 24,6.91,6.06,9600,5.4,78.88,0.2,29.99,324.29,72.76,,,,0.06,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83174871,-93.29304365
CRMS0644-S03,,4/29/2008,0 to 4,5.91,6.35,10630,6.1,68.81,0.2,20.85,324.29,56.25,,,,0.0417,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83173054,-93.29309535
CRMS0644-S03,,4/29/2008,4 to 8,6.62,6.09,8890,5,64.46,0.31,16.09,324.29,87.21,,,,0.0499,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83173054,-93.29309535
CRMS0644-S03,,4/29/2008,8 to 12,6.77,5.47,9920,5.6,75.98,0.21,29.23,324.29,63.74,,,,0.0614,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83173054,-93.29309535
CRMS0644-S03,,4/29/2008,12 to 16,6.75,5.75,10325,5.85,87.98,0.12,44.64,324.29,64.89,,,,0.0536,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83173054,-93.29309535
CRMS0644-S03,,4/29/2008,16 to 20,6.86,5.87,10300,5.8,89.67,0.09,58.1,324.29,42.07,,,,0.0523,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83173054,-93.29309535
CRMS0644-S03,,4/29/2008,20 to 24,6.84,5.99,10400,5.9,88.12,0.11,49,324.29,59.9,,,,0.0539,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil was organic and well consolidated with Spartina patens being the dominant species.,29.83173054,-93.29309535
CRMS0644-S04,,3/27/2018,0 to 4,,,,,75.37,0.21,20.87,324.29,115.14,,,,0.0438,73,15.33,5.43,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83171243,-93.29312635
CRMS0644-S04,,3/27/2018,4 to 8,,,,,68.31,0.26,14.26,324.29,145.97,,,,0.0371,36.62,9.521,3.02,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83171243,-93.29312635
CRMS0644-S04,,3/27/2018,8 to 12,,,,,76.93,0.16,23.71,324.29,154.19,,,,0.0379,65.64,10.502,4.35,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83171243,-93.29312635
CRMS0644-S04,,3/27/2018,12 to 16,,,,,87.75,0.08,48.2,324.29,148.55,,,,0.0386,178.27,14.262,10.44,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83171243,-93.29312635
CRMS0644-S04,,3/27/2018,16 to 20,,,,,87.91,0.07,42.14,324.29,149.97,,,,0.0295,177.92,12.454,9.91,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83171243,-93.29312635
CRMS0644-S04,,3/27/2018,20 to 24,,,,,81.34,0.16,29.91,324.29,95.82,,,,0.0479,126.6,20.256,7.27,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83171243,-93.29312635
CRMS0644-S05,,3/27/2018,0 to 4,,,,,74.18,0.2,22.82,324.29,139.85,,,,0.0456,98.96,19.792,7.12,426.34,19.71,56.22,24.06,6.05,6.06,2.49,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83174871,-93.29304365
CRMS0644-S05,,3/27/2018,4 to 8,,,,,69.32,0.29,16.94,324.29,109.85,,,,0.0491,52.12,15.115,3.77,319.77,31.19,41.84,26.97,5.53,6.03,3.28,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83174871,-93.29304365
CRMS0644-S05,,3/27/2018,8 to 12,,,,,81.14,0.15,29.25,324.29,119.23,,,,0.0439,132.16,19.824,8.12,373.58,37.96,46.53,15.51,4.8,4.97,2.94,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83174871,-93.29304365
CRMS0644-S05,,3/27/2018,12 to 16,,,,,89.64,0.07,59.81,324.29,120.73,,,,0.0419,257.33,18.013,15.31,489.08,48.04,42.42,9.54,4.19,4.01,2.67,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83174871,-93.29304365
CRMS0644-S05,,3/27/2018,16 to 20,,,,,90,0.08,59.49,324.29,77.48,,,,0.0476,266.95,21.356,16.81,572.99,54.68,37.57,7.75,3.71,3.48,2.72,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83174871,-93.29304365
CRMS0644-S05,,3/27/2018,20 to 24,,,,,80.25,0.17,36.77,324.29,95.16,,,,0.0625,172.39,29.306,8.9,418.71,45.85,36.11,18.04,4.48,4.33,3.28,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83174871,-93.29304365
CRMS0644-S06,,3/27/2018,0 to 4,,,,,76.03,0.26,22.34,324.29,60.58,,,,0.0581,86.86,22.584,6.03,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83160399,-93.29318814
CRMS0644-S06,,3/27/2018,4 to 8,,,,,67.79,0.35,14.73,324.29,87.08,,,,0.0516,54.04,18.914,3.35,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83160399,-93.29318814
CRMS0644-S06,,3/27/2018,8 to 12,,,,,87.53,0.13,46.72,324.29,36.21,,,,0.0607,162.34,21.104,10.22,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83160399,-93.29318814
CRMS0644-S06,,3/27/2018,12 to 16,,,,,89.84,0.08,55.63,324.29,90.97,,,,0.0445,239.88,19.19,12.74,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83160399,-93.29318814
CRMS0644-S06,,3/27/2018,16 to 20,,,,,83.43,0.14,30.42,324.29,94.9,,,,0.0426,141.46,19.804,8.13,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83160399,-93.29318814
CRMS0644-S06,,3/27/2018,20 to 24,,,,,71.87,0.24,37.27,324.29,125.24,,,,0.0894,91.66,21.998,5.07,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Guillory; J. Aguillard,Spartina patens is dominant species. 6 cm of water on marsh.,29.83160399,-93.29318814
CRMS0645-S01,,4/29/2008,0 to 4,6.98,5.79,10690,6.05,86.71,0.11,62.06,324.29,99.21,,,,0.0683,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84612106,-93.19820648
CRMS0645-S01,,4/29/2008,4 to 8,7.25,6.18,8660,4.8,87.88,0.11,66.51,324.29,96.47,,,,0.0732,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Trahan; J. Aguillard; R. Hicks; C. Durio,Soil very organic and consolidated.,29.84612106,-93.19820648
CRMS0645-S01,,4/29/2008,8 to 12,7.41,6.4,8080,4.5,82.35,0.18,47.96,324.29,86.06,,,,0.0863,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84612106,-93.19820648
CRMS0645-S01,,4/29/2008,12 to 16,7.61,6.73,7780,4.3,81.16,0.17,34.33,324.29,96.27,,,,0.0584,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84612106,-93.19820648
CRMS0645-S01,,4/29/2008,16 to 20,7.51,6.6,7635,4.25,83.12,0.2,37.6,324.29,102.8,,,,0.0752,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84612106,-93.19820648
CRMS0645-S01,,4/29/2008,20 to 24,7.61,6.88,7420,4.1,60.25,0.51,21.03,324.29,140.14,,,,0.1073,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84612106,-93.19820648
CRMS0645-S02,,4/29/2008,0 to 4,6.91,5.7,10350,5.8,77.63,0.16,41.91,324.29,60.01,,,,0.0671,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84611205,-93.19819611
CRMS0645-S02,,4/29/2008,4 to 8,6.74,5.8,9890,5.6,91.44,0.04,69.31,324.29,31.73,,,,0.0277,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84611205,-93.19819611
CRMS0645-S02,,4/29/2008,8 to 12,6.96,5.95,10060,5.7,91.15,0.07,63.98,324.29,56.28,,,,0.0448,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84611205,-93.19819611
CRMS0645-S02,,4/29/2008,12 to 16,7.12,6.22,8650,4.8,85.69,0.13,41.36,324.29,72.9,,,,0.0538,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84611205,-93.19819611
CRMS0645-S02,,4/29/2008,16 to 20,7.55,6.73,7700,4.25,64.4,0.39,20.77,324.29,107.89,,,,0.081,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84611205,-93.19819611
CRMS0645-S02,,4/29/2008,20 to 24,7.27,6.5,8280,4.6,82.46,0.19,34.98,324.29,87.58,,,,0.0665,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84611205,-93.19819611
CRMS0645-S03,,4/29/2008,0 to 4,6.62,5.67,11910,6.8,86.34,0.09,54.36,324.29,64.75,,,,0.0489,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Aguillard; R. Hicks; C. Durio; K. Trahan,Soil very organic and consolidated.,29.84605797,-93.1981546
CRMS0645-S03,,4/29/2008,4 to 8,6.72,5.89,14560,8.5,81.13,0.1,32.05,324.29,55.78,,,,0.0321,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84605797,-93.1981546
CRMS0645-S03,,4/29/2008,8 to 12,6.92,6.13,9390,5.3,88.57,0.1,59.52,324.29,74.1,,,,0.0595,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84605797,-93.1981546
CRMS0645-S03,,4/29/2008,12 to 16,7.02,6.13,8590,4.8,85.96,0.12,56.21,324.29,63.31,,,,0.0675,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84605797,-93.1981546
CRMS0645-S03,,4/29/2008,16 to 20,7.16,6.27,8470,4.7,83.51,0.13,48.72,324.29,75.18,,,,0.0633,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84605797,-93.1981546
CRMS0645-S03,,4/29/2008,20 to 24,7.42,6.54,6850,3.8,80.41,0.21,29.45,324.29,103.93,,,,0.0618,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Durio; K. Trahan; J. Aguillard; R. Hicks,Soil very organic and consolidated.,29.84605797,-93.1981546
CRMS0645-S04,,3/27/2018,0 to 4,,,,,86.97,0.1,42.65,324.29,105.18,,,,0.0427,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84616603,-93.1983101
CRMS0645-S04,,3/27/2018,4 to 8,,,,,84.24,0.18,30.09,324.29,9.46,,,,0.0542,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84616603,-93.1983101
CRMS0645-S04,,3/27/2018,8 to 12,,,,,75.71,0.27,17.63,324.29,49.53,,,,0.0476,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84616603,-93.1983101
CRMS0645-S04,,3/27/2018,12 to 16,,,,,77.64,0.27,21.51,324.29,16.72,,,,0.0581,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84616603,-93.1983101
CRMS0645-S04,,3/27/2018,16 to 20,,,,,72.81,0.32,15.53,324.29,48.54,,,,0.0497,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84616603,-93.1983101
CRMS0645-S04,,3/27/2018,20 to 24,,,,,74.14,0.32,17.95,324.29,27.96,,,,0.0574,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84616603,-93.1983101
CRMS0645-S05,,3/27/2018,0 to 4,,,,,77.95,0.29,22.45,324.29,,,,,0.0651,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Dry volume of -3.15 likely negative due to difficulty in extracting an exactly 4 cm thick core section. Spartina patens is dominant species. Marsh not flooded.,29.84593173,-93.19808188
CRMS0645-S05,,3/27/2018,4 to 8,,,,,91.34,0.1,64.81,324.29,,,,,0.0648,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Dry volume of -6.0 likely negative due to difficulty in extracting an exactly 4 cm thick core section. Spartina patens is dominant species. Marsh not flooded.,29.84593173,-93.19808188
CRMS0645-S05,,3/27/2018,8 to 12,,,,,92.57,0.08,68.69,324.29,17.66,,,,0.055,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84593173,-93.19808188
CRMS0645-S05,,3/27/2018,12 to 16,,,,,91.23,0.09,64.66,324.29,23.7,,,,0.0582,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Spartina patens is dominant species. Marsh not flooded.,29.84593173,-93.19808188
CRMS0645-S05,,3/27/2018,16 to 20,,,,,88.07,0.14,62.3,324.29,,,,,0.0872,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,L. Ardoin; R. Bell; E. Smtih,Dry volume of -9.1 likely negative due to difficulty in extracting an exactly 4 cm thick core section. Spartina patens is dominant species. Marsh not flooded.,29.84593173,-93.19808188
